Firm,Year,red,blue,Employment,MarketCap,num_days_nxt,total_return_nxt,num_days,total_return,sectorNo,sectorNote,MarketLeader,n_competitor,n_closecomp,CloseLeader,CloseCompetitor,n_investment,estimated_USD,estimated_TL,D,DeltaD,have_inv
BOSSA,2000,0,0,2636,76500000000000,248,1.2457025572254135,246,-0.7219212089275899,62,son giyilecek clothes tekstil,FALSE,12,2,0,TRUE,2,1906219.1780373312,1181638,0,0,TRUE
BRISA,2000,0,1,1183,279070312500000,248,0.5175405449415602,246,-0.378657557547188,44,lastikler,TRUE,2,1,0,TRUE,2,135616915,203364082.70740435,1,0,TRUE
BRMEN,2000,0,0,1566,17350199999999.998,247,0.2907540118361794,242,0.17394714298546632,25,dogal ip tekstil,FALSE,6,2,0,TRUE,1,2419800.960239936,1500000,0,0,TRUE
BROVA,2000,0,0,78,67230000000000,247,-0.28677732655792654,246,0.34092758697109504,39,insaat isleri,FALSE,3,1,0,TRUE,0,0,0,0,0,FALSE
BRSAN,2000,0,1,936,359100000000000,248,0.3312242230552339,246,-0.0558504931567709,16,boru,TRUE,2,0,1,FALSE,4,1307370.0577912787,730800,1,0,TRUE
BRYAT,2000,0,1,NA,150000000000000,248,0.17288171653332451,246,0.3209477208801208,8,Holdingler ve yatirim sirketleri,FALSE,18,3,0,TRUE,0,0,0,1,0,FALSE
BSOKE,2000,0,1,261,61312500000000,248,0.5753641449035611,165,-0.9900459081166493,20,cimento,FALSE,18,3,0,TRUE,6,763280.7614052994,550000,1,0,TRUE
BSPRO,2000,0,1,2582,111e13,248,-0.013381495947258237,246,1.0828218353919228,3,Beyazesya,FALSE,7,0,1,FALSE,3,1414900.4021166796,1338150,1,0,TRUE
BTCIM,2000,0,1,420,567000000000000,248,0.6881122542640128,246,-0.37781979369149077,20,cimento,FALSE,18,3,0,TRUE,3,1547332.8342441393,40688676300,1,0,TRUE
BUCIM,2000,1,0,289,148436064000000,248,0.6931471805599484,246,-0.4440167450208355,20,cimento,FALSE,18,6,0,TRUE,0,0,0,0,0,FALSE
BUMYO,2000,0,0,4,1068750000000,248,0.7282385003712173,245,-0.4390236676354291,46,menkul kiymet yatirim ortakliklari,FALSE,16,5,0,TRUE,0,0,0,0,0,FALSE
BURCE,2000,0,0,312,6966000000000,248,0.7084146526907336,246,-0.4795730802618863,22,demir dokum,FALSE,4,1,1,TRUE,0,0,0,0,0,FALSE
BYRBY,2000,0,0,371,133615625e8,248,0.9043425511608154,246,-1.0678406300013563,17,boya,TRUE,8,0,1,FALSE,1,52327.40867150194,59200,0,0,TRUE
BYSAN,2000,0,0,NA,750000000000,247,1.0526903677169241,246,0.3398678256223513,13,ara ureticiler tekstil,FALSE,11,1,0,TRUE,0,0,0,0,0,FALSE
CARSI,2000,0,1,2032,356400000000000,247,-0.31448432809825505,246,-0.8954959238337574,32,giyim magazası,TRUE,2,0,1,FALSE,1,2952074.625743899,3339795,1,0,TRUE
CBSBO,2000,0,0,154,23920000000000,248,0.4037403463652059,241,-0.17151064068973954,17,boya,FALSE,8,1,0,TRUE,0,0,0,0,0,FALSE
CELHA,2000,0,0,350,33903100000000,248,0.4054651081081634,246,-0.9651628926817702,34,halat,TRUE,1,0,1,FALSE,1,2650200.106821908,1109308,0,0,TRUE
CEMTS,2000,0,0,344,24560639999999.996,248,0.22652764929845137,246,-0.17095779814364076,22,demir dokum,FALSE,4,0,1,FALSE,0,0,0,0,0,FALSE
CEYLN,2000,0,0,130,4689750000000,248,2.3025850929940455,245,-0.8724881092157623,13,ara ureticiler tekstil,FALSE,11,2,0,TRUE,0,0,0,0,0,FALSE
CIMSA,2000,0,1,516,265356000000000,248,0.6672613129684588,246,-0.479180032645516,20,cimento,FALSE,18,5,0,TRUE,2,1604855.1066870564,1815634,1,0,TRUE
CLEBI,2000,0,0,788,337500000000000,248,1.0964772107546943,245,0.21277196889210723,37,havayolu,TRUE,2,0,1,FALSE,6,4981438,2085106.33241603,0,0,TRUE
CMBTN,2000,0,1,365,23895000000000,248,0.1210465501746909,246,0.152153492349548,20,cimento,FALSE,18,3,0,TRUE,3,3062460.3163065426,2445560,1,1,TRUE
CMENT,2000,0,1,638,238875000000000,248,0.9681808728144907,246,0.254910530755616,20,cimento,FALSE,18,5,0,TRUE,5,5831010.885966622,3370978444556,1,0,TRUE
COMUN,2000,0,1,161,51000000000000,248,2.066637515001145,246,0.24125326552173143,61,sigorta sirketleri,FALSE,8,2,0,TRUE,0,0,0,1,0,FALSE
CYTAS,2000,0,1,469,6120000000000,247,-0.10135249426028725,246,1.9764935724273913,25,dogal ip tekstil,FALSE,6,0,1,FALSE,1,3833900.377391351,2376580,1,0,TRUE
DARDL,2000,0,0,1525,32997888000000.004,144,-2.7755575615628914e-17,246,-0.646367607433397,30,et urunleri,FALSE,7,2,0,TRUE,0,0,0,0,0,FALSE
DEMIR,2000,0,0,4225,15125e14,NA,NA,233,-0.808871139435154,2,Bankalar,TRUE,16,1,0,TRUE,0,0,0,0,0,FALSE
DENCM,2000,0,0,833,68900000000000,248,0.9409833444645267,246,-0.15487969974193885,19,cam,FALSE,5,1,0,TRUE,0,0,0,0,0,FALSE
DERIM,2000,0,1,73,27000000000000,248,0.08167803101426879,244,0.32920750581649805,23,deri isleri tekstil,TRUE,1,0,1,FALSE,0,0,0,1,0,FALSE
DEVA,2000,0,1,951,455000000000000,248,0.2311117209633875,246,-0.013855093375138017,26,ecza,TRUE,2,0,1,FALSE,3,8373042.863433535,7955160,1,0,TRUE
DISBA,2000,0,1,1887,960300000000000,248,0.8516783711332514,246,-0.8124224356362664,2,Bankalar,FALSE,16,3,0,TRUE,0,0,0,1,0,FALSE
DITAS,2000,0,0,452,17892000000000,248,0.11091811159432852,246,-0.6931356604935868,1,Araba,FALSE,9,1,1,TRUE,2,1324710.3564795118,821169,0,0,TRUE
DMRYO,2000,0,0,2,1417500000000,248,0.7956627440855404,245,-1.1394342831883626,5,GYOlar fln,FALSE,2,0,1,FALSE,0,0,0,0,0,FALSE
DMSAS,2000,0,0,553,12000000000000,248,0.6451379613735857,246,-0.594707107746695,22,demir dokum,FALSE,4,1,0,TRUE,0,0,0,0,0,FALSE
DOBUR,2000,0,1,413,13125e11,248,-0.09090427592749337,191,-0.9337022038197845,6,Gazete dagitanlar,FALSE,2,0,1,FALSE,0,0,0,1,0,FALSE
DOGUB,2000,0,0,138,16283680000000,243,-0.8469889891619861,243,0.9306794693262548,20,cimento,FALSE,18,3,0,TRUE,0,0,0,0,0,FALSE
DOHOL,2000,0,1,92,1875e12,248,-0.15378489865176492,246,-0.7874316596879605,8,Holdingler ve yatirim sirketleri,FALSE,18,1,0,TRUE,0,0,0,1,0,FALSE
DOKTS,2000,0,1,1518,115200000000000,248,0.6929412017750322,246,-0.5821081991518295,22,demir dokum,TRUE,4,0,1,FALSE,2,12807224.633898523,6400000,1,0,TRUE
DUROF,2000,0,1,140,33200000000000.004,248,0.20909970486656382,246,0.2006706954621511,53,paper products,FALSE,11,5,0,TRUE,0,0,0,1,0,FALSE
DYHOL,2000,0,1,NA,890967000000000.1,248,-0.29088593459992446,246,-0.2573824797637004,12,Yayincilik,TRUE,1,0,1,FALSE,0,0,0,1,0,FALSE
ECBYO,2000,0,1,1,2581250000000,248,0.23001643060197152,246,0.6882971678056033,8,Holdingler ve yatirim sirketleri,FALSE,18,0,1,FALSE,0,0,0,1,0,FALSE
ECILC,2000,0,1,867,197964000000000,248,-0.20067069546214666,246,-0.3987083256452866,26,ecza,FALSE,2,0,1,FALSE,2,2732386.822793569,3050000,1,0,TRUE
ECYAP,2000,0,1,1743,61875000000000,248,0.6253245842211843,246,-0.17682959095120332,39,insaat isleri,FALSE,3,1,1,TRUE,1,7039750.81561512,2946665,1,0,TRUE
ECZYT,2000,0,1,4,154440000000000,248,0.12675170563914542,246,-0.2031986816858562,8,Holdingler ve yatirim sirketleri,FALSE,18,3,0,TRUE,0,0,0,1,0,FALSE
EDIP,2000,1,0,1158,51255000000000,248,1.2039728043259392,246,-0.19530875232076628,25,dogal ip tekstil,FALSE,6,0,1,FALSE,0,0,0,0,0,FALSE
EFES,2000,0,1,35,155610000000000,248,0.17708513695604017,246,-0.8079226951523735,8,Holdingler ve yatirim sirketleri,FALSE,18,3,0,TRUE,0,0,0,1,0,FALSE
EGDIS,2000,0,0,121,3325e13,129,-0.14165051706302645,246,-1.621595407798912,13,ara ureticiler tekstil,TRUE,11,2,0,TRUE,0,0,0,0,0,FALSE
EGEEN,2000,0,1,296,126000000000000,248,1.1025261879892467,246,-0.6795827875167126,1,Araba,FALSE,9,4,0,TRUE,0,0,0,1,0,FALSE
EGGUB,2000,0,0,166,18280080000000,248,0.2966103444517526,246,-0.14317635753500546,33,gubre,FALSE,4,0,1,FALSE,1,698707.8480654404,433119,0,-1,TRUE
EGHOL,2000,0,0,51,57225e13,129,-0.5187937934151678,189,-1.5119540703010328,8,Holdingler ve yatirim sirketleri,TRUE,18,0,1,FALSE,0,0,0,0,-1,FALSE
EGIYM,2000,0,1,1049,2338875e10,129,-0.10318423623523021,246,-1.2669730105106005,13,ara ureticiler tekstil,FALSE,11,2,1,TRUE,0,0,0,1,1,FALSE
EGPRO,2000,0,0,187,48600000000000,247,0.45925368704340375,246,0.4379374425061273,58,plastik,FALSE,4,3,0,TRUE,0,0,0,0,0,FALSE
EMEK,2000,0,1,109,14104566668375e3,47,-0.5658077581833432,238,-0.3891883575964874,61,sigorta sirketleri,TRUE,8,0,1,FALSE,0,0,0,1,0,FALSE
EMKEL,2000,0,0,149,14968800000000,248,-0.15123096972392153,246,-0.36366797942970264,28,elektronik kablo etc,FALSE,6,2,0,TRUE,0,0,0,0,0,FALSE
EMNIS,2000,0,1,127,6863920000000,248,-0.21130909366720674,246,0.26157092844809515,53,paper products,FALSE,11,2,1,TRUE,0,0,0,1,0,FALSE
ENKA,2000,0,1,21,8225e14,248,0.7158007459354909,246,-0.061209142321590804,39,insaat isleri,TRUE,3,0,1,FALSE,0,0,0,1,0,FALSE
EPLAS,2000,0,0,488,78000000000000,248,0.5318790329638229,246,-0.43468728411816815,58,plastik,TRUE,4,1,0,TRUE,0,0,0,0,0,FALSE
ERBOS,2000,0,0,433,18560000000000,248,0.47070562997656495,246,-0.5021175939709255,16,boru,FALSE,2,0,1,FALSE,0,0,0,0,0,FALSE
EREGL,2000,0,0,6393,11088e11,248,0.2831262559159218,246,-0.49247648509779507,21,demir celik,TRUE,3,0,1,FALSE,9,139690000,86591832.73455,0,0,TRUE
ERSU,2000,0,0,86,10920000000000,248,0.2405374663223815,189,0.31745423078545154,47,meyve sebze,FALSE,5,2,0,TRUE,0,0,0,0,0,FALSE
ESEMS,2000,0,0,131,16500000000000,248,0.15168458733206483,246,-0.726176727149677,62,son giyilecek clothes tekstil,FALSE,12,4,0,TRUE,0,0,0,0,0,FALSE
EVREN,2000,0,1,4,4465000000000,248,0.5335170349680632,245,0.24393337474458132,46,menkul kiymet yatirim ortakliklari,FALSE,16,4,0,TRUE,0,0,0,1,0,FALSE
FACF,2000,0,1,NA,45e14,47,-0.399938209054608,246,-1.1582549737669865,4,"Factoring, finansal kiralama",FALSE,12,0,1,FALSE,0,0,0,1,0,FALSE
FENIS,2000,0,1,354,29268288000000,248,0.4550620492475359,246,-0.5668684551231522,24,diger metal isleri,TRUE,1,0,1,FALSE,0,0,0,1,0,FALSE
FFKRL,2000,0,1,70,46750000000000,248,0.5127205569071733,246,-0.4438283108473138,4,"Factoring, finansal kiralama",FALSE,12,4,0,TRUE,0,0,0,1,0,FALSE
FINBN,2000,0,1,2322,612892500000000,248,0.561833819479141,246,-0.7009557630076746,2,Bankalar,FALSE,16,3,0,TRUE,1,14809143.54729366,6198740,1,0,TRUE
FMIZP,2000,0,1,328,7655670000000,247,0.9033115486595001,246,0.13720112151348596,66,takim tezgahlari uretimi,FALSE,3,0,1,FALSE,1,13712.20544135963,8500,1,0,TRUE
FNSYO,2000,0,1,5,4000000000000,248,0.6918212307517646,246,-0.4955528870059619,46,menkul kiymet yatirim ortakliklari,FALSE,16,4,0,TRUE,0,0,0,1,0,FALSE
FRIGO,2000,1,0,536,5100000000000,248,0.7997569156182042,246,-0.6931471805599454,54,pastry food and biscuits etc,FALSE,3,0,1,FALSE,0,0,0,0,0,FALSE
FROTO,2000,0,1,4129,833411250000000,248,0.3266542307050458,246,0.13613217432457655,1,Araba,TRUE,9,1,0,TRUE,0,0,0,1,0,FALSE
GARAN,2000,0,1,4728,2444e12,248,0.7120473095698674,246,-0.782378314287886,2,Bankalar,FALSE,16,0,1,FALSE,3,83118770.79208931,51524137,1,0,TRUE
GDKYO,2000,0,0,2,725000000000,242,0.06453852113757264,246,0.08701137698962769,14,araci kurumlar,FALSE,3,0,1,FALSE,0,0,0,0,0,FALSE
GEDIZ,2000,0,0,392,912000000000000,248,0.4682765341916103,246,-1.0283680291948398,25,dogal ip tekstil,TRUE,6,0,1,FALSE,0,0,0,0,0,FALSE
GENTS,2000,0,0,331,53576640000000,248,0.5973571159187685,246,-0.09318524015192353,48,mobilya matress tahta,TRUE,4,1,0,TRUE,0,0,0,0,0,FALSE
GIMA,2000,0,1,2271,356250000000000,248,-0.2951170509393004,246,-0.5678154122783748,55,perakendeciler,FALSE,5,2,0,TRUE,0,0,0,1,0,FALSE
GLBYO,2000,0,1,3,3218999999999.9995,248,0.7055697005585024,245,0.5014034026352443,46,menkul kiymet yatirim ortakliklari,FALSE,16,4,0,TRUE,0,0,0,1,0,FALSE
GLMDE,2000,0,1,506,24500000000000,248,0.2418635920914209,246,0.23111172096339377,14,araci kurumlar,FALSE,3,0,1,FALSE,0,0,0,1,0,FALSE
GOLDS,2000,0,0,220,115500000000000,248,0.36061035609631015,246,0.18482364993716308,42,jewellery,TRUE,1,0,1,FALSE,0,0,0,0,0,FALSE
GOLTS,2000,0,1,529,61200000000000,246,0.7065996042156246,246,-0.9381887543150205,20,cimento,FALSE,18,3,1,TRUE,2,27824500.790087998,24475296,1,0,TRUE
GOODY,2000,0,0,1585,196641455554500,248,0.1230600927572274,246,-0.12306059275710224,44,lastikler,FALSE,2,1,1,TRUE,0,0,0,0,0,FALSE
GORBN,2000,0,0,179,24768e11,248,0.01360565205577835,246,-0.1283811666482073,60,seramik porselen,TRUE,4,0,1,FALSE,0,0,0,0,0,FALSE
GRNYO,2000,0,0,3,887500000000,247,0.7566605862822726,246,-0.04800921918636103,46,menkul kiymet yatirim ortakliklari,FALSE,16,5,1,TRUE,0,0,0,0,0,FALSE
GSDHO,2000,0,1,17,97825000000000,248,-0.09633452633729023,246,-0.43178241642553367,8,Holdingler ve yatirim sirketleri,FALSE,18,3,1,TRUE,0,0,0,1,0,FALSE
GUBRF,2000,0,0,520,53746560000000,248,0.5105460710077694,246,-1.0055068776848994,33,gubre,FALSE,4,2,0,TRUE,0,0,0,0,0,FALSE
GUMUS,2000,0,0,1273,32e15,58,-0.9382696385929306,246,-0.4964814977951546,35,hali tekstil,TRUE,1,0,1,FALSE,1,22554695.34588953,13981333,0,0,TRUE
GUSGR,2000,0,0,350,84000000000000,248,0.20332497726009646,246,-0.1590651946295638,61,sigorta sirketleri,FALSE,8,1,0,TRUE,0,0,0,0,0,FALSE
HEKTS,2000,0,0,207,42261160000000,248,0.22672643654772062,246,-0.25530836060358375,33,gubre,FALSE,4,2,1,TRUE,0,0,0,0,0,FALSE
HURGZ,2000,0,1,96,761805936937500,248,0.5309716502608279,246,-0.37322076062910403,7,Gazetler,FALSE,4,0,1,FALSE,0,0,0,1,0,FALSE
HZNDR,2000,0,0,96,6912500000000,248,0.05283387191531719,246,0.15219181534192583,60,seramik porselen,FALSE,4,0,1,FALSE,0,0,0,0,0,FALSE
IDAS,2000,0,0,536,15937500000000,248,-0.028019535311684662,246,-0.9661225451195866,48,mobilya matress tahta,FALSE,4,1,1,TRUE,3,292327.7288058216,125180,0,0,TRUE
IHEVA,2000,0,0,503,61965000000000,29,-0.7086513670959111,246,-0.8796901352158304,3,Beyazesya,FALSE,7,2,0,TRUE,0,0,0,0,0,FALSE
IHFIN,2000,0,0,286,43e15,29,-0.6363307055162846,246,-0.8494932509506397,2,Bankalar,FALSE,16,1,1,TRUE,1,828080,346613.7391948,0,0,TRUE
IHLAS,2000,0,1,1357,652898669400000,29,-0.6102595207541783,246,-1.6094659120421073,8,Holdingler ve yatirim sirketleri,FALSE,18,2,0,TRUE,0,0,0,1,0,FALSE
IKTFN,2000,0,1,49,21e15,47,-0.6885068010034425,246,-0.7897486615824247,4,"Factoring, finansal kiralama",TRUE,12,1,0,TRUE,0,0,0,1,0,FALSE
INTEM,2000,0,1,249,24750000000000,248,0.31424909983650273,246,-0.6026831717691552,58,plastik,FALSE,4,2,1,TRUE,0,0,0,1,0,FALSE
ISAMB,2000,0,1,357,38991994244000,247,0.17261274266699356,246,-1.2873544132649852,53,paper products,FALSE,11,6,0,TRUE,0,0,0,1,0,FALSE
ISBTR,2000,0,1,16133,119618296e10,247,-0.1578428306512869,243,-0.5721048594743463,2,Bankalar,FALSE,16,1,1,TRUE,4,23052217,11430993.707935143,1,0,TRUE
ISGEN,2000,0,0,50,36125000000000,248,-0.37987154876147966,191,0.11122563511022054,4,"Factoring, finansal kiralama",FALSE,12,4,0,TRUE,0,0,0,0,0,FALSE
ISYAT,2000,0,0,3,127500000000000,248,-0.021053409197834938,246,0.2725576366444724,46,menkul kiymet yatirim ortakliklari,TRUE,16,0,1,FALSE,0,0,0,0,0,FALSE
IZMDC,2000,0,0,579,233437500000000,248,0.3791477997907906,246,-0.6731801994986855,21,demir celik,FALSE,3,0,1,FALSE,4,601239.878587616,372700,0,0,TRUE
IZOCM,2000,0,1,314,56250000000000,248,0.538032679643208,246,-0.48787884881383237,19,cam,FALSE,5,1,1,TRUE,6,47804473.04717407,45790336,1,0,TRUE
KAPLM,2000,0,0,121,7840000000000.001,248,0.14310084364067321,246,0.5033711855912675,53,paper products,FALSE,11,2,0,TRUE,1,1556160.095826034,651370,0,0,TRUE
KARSN,2000,0,1,999,123600000000000,248,-0.024712612390374922,212,-0.21661709046913158,1,Araba,FALSE,9,4,0,TRUE,0,0,0,1,0,FALSE
KARTN,2000,0,1,324,78975000000000,248,0.4244996204801619,246,0.030513773443740178,53,paper products,TRUE,11,3,0,TRUE,6,73350922.34870775,83934692,1,0,TRUE
KAVPA,2000,0,1,5,62300000000000,248,0.1491083649103509,246,-0.6905645853721429,50,"other business activities, pazarlama, danismanlik etc, bi bak",TRUE,1,0,1,FALSE,0,0,0,1,0,FALSE
KCHOL,2000,0,1,170,72114975e8,248,0.5772045039926318,246,-0.5606097799771506,8,Holdingler ve yatirim sirketleri,FALSE,18,0,1,FALSE,0,0,0,1,0,FALSE
KENT,2000,0,0,1049,82080000000000,248,1.3616017485295195,246,0.11900329206161353,54,pastry food and biscuits etc,FALSE,3,0,1,FALSE,0,0,0,0,0,FALSE
KERVT,2000,0,0,864,29952000000000,226,-0.43671765161226916,246,-0.8092193518126993,51,"other products, superfreshlike",FALSE,6,2,0,TRUE,0,0,0,0,0,FALSE
KIPA,2000,0,1,968,207500000000000,248,0.9582021453533844,246,-0.6832938010699219,55,perakendeciler,FALSE,5,1,1,TRUE,0,0,0,1,0,FALSE
KLBMO,2000,0,0,448,17400000000000,248,0.01834156747178735,246,-0.2461330695389095,48,mobilya matress tahta,FALSE,4,2,0,TRUE,0,0,0,0,0,FALSE
KLMSN,2000,0,0,212,31250000000000,248,0.2967419080216991,246,-0.6369948032762232,3,Beyazesya,FALSE,7,1,1,TRUE,3,1946412.8644410358,969990,0,0,TRUE
KNFRT,2000,0,0,123,6120000000000,248,0.9916401691159412,246,-0.6711682738411698,47,meyve sebze,FALSE,5,2,1,TRUE,0,0,0,0,0,FALSE
KONYA,2000,0,0,166,82848480000000,248,0.09844296936917041,246,-0.2565499691319155,20,cimento,FALSE,18,5,0,TRUE,1,1696832.187747129,1051842,0,0,TRUE
KORDS,2000,0,1,903,505756440000000,247,0.1518151266621277,246,-0.15618833199434057,59,polyester sentetikip,FALSE,5,1,0,TRUE,0,0,0,1,0,FALSE
KOTKS,2000,0,0,950,15795000000000,244,1.5474472133219668,244,-1.1115962790897347,62,son giyilecek clothes tekstil,FALSE,12,4,1,TRUE,1,9608.016353782024,14235,0,0,TRUE
KRDMD,2000,0,0,4579,108000000000000,248,-0.04495138786226649,246,-1.0106014113453967,21,demir celik,FALSE,3,0,1,FALSE,0,0,0,0,0,FALSE
KRSTL,2000,1,0,182,42600000000000,220,0.4228568508200372,246,-0.9352457348164103,38,"icecekler, kola meyve suyu etc",TRUE,2,0,1,FALSE,4,1435697.2345705803,737243.7592880335,0,0,TRUE
KRTEK,2000,0,0,737,14274000000000,248,0.3736235688653383,246,-0.19186564931052552,25,dogal ip tekstil,FALSE,6,2,1,TRUE,0,0,0,0,0,FALSE
KUTPO,2000,0,0,1588,34344000000000,248,0.251314428280906,245,0.22870586735148385,60,seramik porselen,FALSE,4,1,1,TRUE,0,0,0,0,0,FALSE
LIOYS,2000,0,0,138,27687500000000,248,0.6931471805599443,204,-1.2729656758128853,71,yaglar,FALSE,2,1,1,TRUE,0,0,0,0,0,FALSE
LOGO,2000,0,1,224,28577500000000,248,-0.026317308317373556,162,-0.5909512051282886,15,aselsanlike,FALSE,7,1,1,TRUE,0,0,0,1,0,FALSE
LUKSK,2000,0,1,125,2400000000000,248,0.9984481092312145,246,-0.6317782341836538,13,ara ureticiler tekstil,FALSE,11,1,1,TRUE,0,0,0,1,0,FALSE
MAALT,2000,0,1,161,7267500000000,248,0.4896634536478277,246,-0.1896208592755717,49,otel restoran,FALSE,7,2,0,TRUE,0,0,0,1,0,FALSE
MAKTK,2000,0,0,48,23966694783281.25,244,0.501479761347753,246,-0.9897162885111123,66,takim tezgahlari uretimi,TRUE,3,0,1,FALSE,3,48634.92491059204,100030000,0,0,TRUE
MARET,2000,0,1,251,9975e13,248,0.11014879621456686,246,-0.366637092032839,30,et urunleri,TRUE,7,0,1,FALSE,2,62914.82496623832,39000,1,0,TRUE
MDRNU,2000,0,0,2044,3465e13,29,-1.754019141245208,245,-1.3217558399823197,30,et urunleri,FALSE,7,0,1,FALSE,0,0,0,0,0,FALSE
MEDYA,2000,0,1,190,2418e14,NA,NA,206,-0.04255961441879563,8,Holdingler ve yatirim sirketleri,FALSE,18,0,1,FALSE,0,0,0,1,0,FALSE
MEGES,2000,0,1,131,11960000000000,247,0.39217251362931055,246,0.5313041551095321,17,boya,FALSE,8,1,1,TRUE,0,0,0,1,0,FALSE
MEMSA,2000,0,0,1368,39100000000000,247,0.1910552367627093,246,0.023259397151999928,62,son giyilecek clothes tekstil,FALSE,12,4,0,TRUE,0,0,0,0,0,FALSE
MERKO,2000,0,0,306,147734178217500,248,0.19189100781010526,246,-0.7583183482145484,47,meyve sebze,TRUE,5,0,1,FALSE,0,0,0,0,0,FALSE
MIGRS,2000,0,1,6107,37179e11,248,0.380855113564716,246,-0.3008280051032801,55,perakendeciler,TRUE,5,1,0,TRUE,2,35042120.14442437,21722109,1,0,TRUE
MILYT,2000,0,1,44,126922950000000,248,0.044451762570833775,246,-0.9063119453433994,7,Gazetler,FALSE,4,1,0,TRUE,0,0,0,1,0,FALSE
MIPAZ,2000,0,1,118,505000000000000,248,-0.31647549110642936,246,-0.8655189065006066,55,perakendeciler,FALSE,5,1,0,TRUE,0,0,0,1,0,FALSE
MMART,2000,1,1,750,10800000000000,248,0.8283220050709514,246,-0.5596157879354211,49,otel restoran,FALSE,7,2,0,TRUE,0,0,0,1,1,FALSE
MRDIN,2000,0,0,198,87701761800000,248,0.8210021432120067,246,-0.10028952773044719,20,cimento,FALSE,18,6,0,TRUE,0,0,0,0,0,FALSE
MRSHL,2000,0,1,584,89839200000000,248,0.03557088639784878,246,-0.20716598390198948,17,boya,FALSE,8,2,0,TRUE,2,886351.8422418266,549436.8277426051,1,0,TRUE
MTEKS,2000,1,1,164,19845000000000,248,0.217521685245757,246,-0.814844115537464,25,dogal ip tekstil,FALSE,6,2,0,TRUE,0,0,0,1,0,FALSE
MUTLU,2000,0,0,459,183600000000000,248,-0.1660103765923735,246,0.3822082459438989,1,Araba,FALSE,9,4,0,TRUE,1,3536268.085683119,2192082,0,0,TRUE
MYZYO,2000,1,0,3,1383750000000,248,0.4274440148269367,245,-0.2766494614952213,46,menkul kiymet yatirim ortakliklari,FALSE,16,5,0,TRUE,0,0,0,0,0,FALSE
MZHLD,2000,0,0,25,21750000000000,248,0.537444910041268,246,-0.4344019362760396,8,Holdingler ve yatirim sirketleri,FALSE,18,1,1,TRUE,0,0,0,0,0,FALSE
NETAS,2000,0,0,921,512431920000000,248,-0.2931795804837316,246,-0.03787164303214663,15,aselsanlike,FALSE,7,3,0,TRUE,0,0,0,0,0,FALSE
NIGDE,2000,0,0,147,27125000000000,248,0.22492332382529628,246,-0.017150811170301622,20,cimento,FALSE,18,2,0,TRUE,0,0,0,0,0,FALSE
NTHOL,2000,0,0,45,133602787500,248,0.06606564202482446,246,-0.6174348194982611,8,Holdingler ve yatirim sirketleri,FALSE,18,0,1,FALSE,0,0,0,0,0,FALSE
NTTUR,2000,0,0,749,89359200000000,248,0.280301965154158,246,-0.3110489285664917,49,otel restoran,FALSE,7,1,1,TRUE,0,0,0,0,0,FALSE
NUHCM,2000,0,0,438,346325800000000,248,0.597836260260026,186,-0.9784225129811581,20,cimento,FALSE,18,5,0,TRUE,4,219539730.5419427,175835080,0,0,TRUE
OKANT,2000,0,0,224,2100000000000,248,0.7257951122153963,242,0.23795863709935006,62,son giyilecek clothes tekstil,FALSE,12,0,1,FALSE,0,0,0,0,-1,FALSE
OLMKS,2000,1,0,408,76230000000000,248,0.12130369465956826,246,0.29673199061632916,53,paper products,FALSE,11,4,0,TRUE,0,0,0,0,0,FALSE
OTKAR,2000,1,0,512,238016600000000,248,0.5935352910821198,246,-0.6223993917964518,1,Araba,FALSE,9,4,0,TRUE,0,0,0,0,-1,FALSE
OZFIN,2000,0,0,8,3420450000000,248,1.0917633497752313,246,-0.75549234978300706,4,"Factoring, finansal kiralama",FALSE,12,0,1,FALSE,0,0,0,0,0,FALSE
PARSN,2000,0,0,432,36288000000000,248,0.29255362069030233,245,-0.06453852113757264,45,makinacilar genel,FALSE,2,0,1,FALSE,0,0,0,0,0,FALSE
PASTA,2000,0,0,180,15e15,248,0.48348408365961326,246,-0.7245633767933288,18,bugday ve urunleri,TRUE,1,0,1,FALSE,0,0,0,0,0,FALSE
PENGD,2000,0,0,299,26208000000000,248,0.042559614418795966,246,0.44425113314332076,51,"other products, superfreshlike",FALSE,6,2,1,TRUE,0,0,0,0,0,FALSE
PETKM,2000,0,0,6592,312975e10,248,0.2567889238390264,246,-0.6647186246826045,56,petrol rafinerisi,FALSE,2,1,1,TRUE,3,8762115.40903521,5431510,0,0,TRUE
PIMAS,2000,0,0,259,35910000000000,248,0.3482250887544991,246,-0.8124939381925116,58,plastik,FALSE,4,2,0,TRUE,3,96792.03840959742,60000,0,0,TRUE
PINSU,2000,0,1,306,8030137500000.001,248,0.8218012448847768,246,-0.4756995533509262,38,"icecekler, kola meyve suyu etc",FALSE,2,0,1,FALSE,3,2146437.6589622702,1330546,1,0,TRUE
PKENT,2000,0,0,84,3732480000000,244,0.414943852062708,243,0.10536051565782634,49,otel restoran,FALSE,7,1,1,TRUE,4,6829395.77021281,8600500,0,0,TRUE
PNSUT,2000,0,1,900,65876540625000,248,0.7263139319098747,246,-0.6781630635057783,64,sut urunleri,TRUE,1,0,1,FALSE,3,835358.84789211,517827,1,0,TRUE
PRKAB,2000,0,1,515,302400000000000,248,0.17032665683134318,246,-0.44205896533875466,28,elektronik kablo etc,FALSE,6,0,1,FALSE,0,0,0,1,0,FALSE
